,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,release_year,total_gross,profit/loss,roi,release_month,release_string_x,movie_year,movie_title,original_release_date,genres,runtime,tomatometer_rating,audience_rating,directors,content_rating,production_company,release_string_y
608,60,2011-08-26,Colombiana,40000000.0,36665854.0,72295262.0,2011,108961116.0,68961116.0,172.40279,August,2011-08,Colombiana (2011-08),Colombiana,2011-08-26,"Action & Adventure, Drama, Mystery & Suspense",107.0,28.0,67.0,Olivier Megaton,PG-13,Sony Pictures,2011-08
609,62,2018-01-12,The Commuter,40000000.0,36343858.0,101985431.0,2018,138329289.0,98329289.0,245.8232225,January,2018-01,The Commuter (2018-01),The Commuter,2018-01-12,"Drama, Mystery & Suspense",104.0,56.0,40.0,Jaume Collet-Serra,PG-13,Lionsgate,2018-01
610,67,2011-04-08,Arthur,40000000.0,33035397.0,47787943.0,2011,80823340.0,40823340.0,102.05835,April,2011-04,Arthur (2011-04),Arthur,2011-04-08,Comedy,110.0,27.0,44.0,Jason Winer,PG-13,Warner Bros.,2011-04
611,69,2016-12-21,Patriots Day,40000000.0,31886361.0,52837989.0,2016,84724350.0,44724350.0,111.810875,December,2016-12,Patriots Day (2017-01),Patriots Day,2017-01-13,Drama,130.0,80.0,86.0,Peter Berg,R,CBS Films,2017-01
612,70,2011-12-25,Extremely Loud and Incredibly Close,40000000.0,31847881.0,55247881.0,2011,87095762.0,47095762.0,117.73940499999999,December,2011-12,Extremely Loud & Incredibly Close (2012-01),Extremely Loud & Incredibly Close,2012-01-20,Drama,129.0,45.0,61.0,Unknown,PG-13,Warner Bros. Pictures,2012-01
613,73,2010-11-10,Morning Glory,40000000.0,31011732.0,59795070.0,2010,90806802.0,50806802.0,127.017005,November,2010-11,Morning Glory (2010-11),Morning Glory,2010-11-10,Comedy,110.0,55.0,51.0,Roger Michell,PG-13,Paramount Studios,2010-11
614,75,2019-05-03,Long Shot,40000000.0,30202860.0,43711031.0,2019,73913891.0,33913891.0,84.7847275,May,2019-05,Long Shot (2019-05),Long Shot,2019-05-03,Comedy,123.0,81.0,74.0,Jonathan Levine,R,Summit Entertainment,2019-05
615,77,2013-12-25,Grudge Match,40000000.0,29807260.0,69807260.0,2013,99614520.0,59614520.0,149.0363,December,2013-12,Grudge Match (2013-12),Grudge Match,2013-12-25,"Comedy, Drama, Sports & Fitness",113.0,31.0,46.0,Peter Segal,PG-13,Warner Bros. Pictures,2013-12
616,81,2017-08-11,The Nut Job 2: Nutty by Nature,40000000.0,28370522.0,57438389.0,2017,85808911.0,45808911.0,114.52227749999999,August,2017-08,The Nut Job 2: Nutty by Nature (2017-08),The Nut Job 2: Nutty by Nature,2017-08-11,"Animation, Comedy, Kids & Family",91.0,14.0,43.0,Cal Brunker,PG,Open Road Films,2017-08
617,84,2017-01-27,Resident Evil: The Final Chapter,40000000.0,26844692.0,314101190.0,2017,340945882.0,300945882.0,752.364705,January,2017-01,Resident Evil: The Final Chapter (2017-01),Resident Evil: The Final Chapter,2017-01-27,"Action & Adventure, Horror, Science Fiction & Fantasy",102.0,37.0,48.0,Paul W.S. Anderson,R,Sony Pictures,2017-01
618,86,2017-06-30,The House,40000000.0,25584504.0,31192425.0,2017,56776929.0,16776929.0,41.9423225,June,2017-06,The House (2017-06),The House,2017-06-30,Comedy,88.0,20.0,35.0,Andrew Jay Cohen,R,Warner Bros. Pictures,2017-06
619,89,2011-01-07,Season of the Witch,40000000.0,24827228.0,91126600.0,2011,115953828.0,75953828.0,189.88457,January,2011-01,Season of the Witch (2011-01),Season of the Witch,2011-01-07,"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy",95.0,11.0,30.0,Dominic Sena,PG-13,Relativity Media,2011-01
620,94,2016-08-26,Mechanic: Resurrection,40000000.0,21218403.0,109738840.0,2016,130957243.0,90957243.0,227.3931075,August,2016-08,Mechanic: Resurrection (2016-08),Mechanic: Resurrection,2016-08-26,"Action & Adventure, Mystery & Suspense",99.0,31.0,40.0,Dennis Gansel,R,Summit Entertainment,2016-08
621,96,2009-11-13,Fantastic Mr. Fox,40000000.0,21002919.0,47083412.0,2009,68086331.0,28086331.0,70.2158275,November,2009-11,Fantastic Mr. Fox (2009-11),Fantastic Mr. Fox,2009-11-25,"Action & Adventure, Animation, Comedy, Kids & Family",88.0,93.0,85.0,Wes Anderson,PG,20th Century Fox,2009-11
622,99,2012-02-03,Big Miracle,40000000.0,20157300.0,25268680.0,2012,45425980.0,5425980.0,13.564950000000001,February,2012-02,Big Miracle (2012-02),Big Miracle,2012-02-03,"Action & Adventure, Comedy, Drama, Romance",107.0,75.0,64.0,Ken Kwapis,PG,Universal Pictures,2012-02
623,100,2012-12-21,The Impossible,40000000.0,19019882.0,169590606.0,2012,188610488.0,148610488.0,371.52622,December,2012-12,The Impossible (2012-12),The Impossible,2012-12-21,"Action & Adventure, Drama",114.0,81.0,84.0,J.A. Bayona,PG-13,Lionsgate Films,2012-12
624,9,2009-10-23,Cirque du Freak: The Vampire's Assistant,40000000.0,14046595.0,39753957.0,2009,53800552.0,13800552.0,34.50138,October,2009-10,Cirque du Freak: The Vampire's Assistant (2009-10),Cirque du Freak: The Vampire's Assistant,2009-10-23,"Action & Adventure, Horror, Kids & Family, Science Fiction & Fantasy",109.0,38.0,42.0,Paul Weitz,PG-13,Universal Pictures,2009-10
625,27,2014-06-27,Snowpiercer,40000000.0,4563029.0,88069880.0,2014,92632909.0,52632909.0,131.58227250000002,June,2014-06,Snowpiercer (2014-06),Snowpiercer,2014-06-27,Science Fiction & Fantasy,125.0,94.0,72.0,Bong Joon Ho,R,Radius-TWC,2014-06
626,35,2009-11-20,Red Cliff,40000000.0,627047.0,119627047.0,2009,120254094.0,80254094.0,200.63523499999997,November,2009-11,Red Cliff (Chi Bi) (2009-11),Red Cliff (Chi Bi),2009-11-20,"Action & Adventure, Art House & International, Classics, Drama",,,,John Woo,R,Magnolia Pictures,2009-11
627,45,2009-08-14,The Time Traveler's Wife,39000000.0,63414846.0,102332135.0,2009,165746981.0,126746981.0,324.99225897435895,August,2009-08,The Time Traveler's Wife (2009-08),The Time Traveler's Wife,2009-08-14,"Drama, Science Fiction & Fantasy, Romance",107.0,38.0,59.0,Robert Schwentke,PG-13,Warner Bros. Pictures,2009-08
628,48,2012-10-05,Frankenweenie,39000000.0,35287788.0,81150788.0,2012,116438576.0,77438576.0,198.56045128205128,October,2012-10,Frankenweenie (2012-10),Frankenweenie,2012-10-05,"Animation, Comedy, Horror, Science Fiction & Fantasy",87.0,87.0,70.0,Tim Burton,PG,Walt Disney Pictures,2012-10
630,56,2009-07-24,The Ugly Truth,38000000.0,88915214.0,205298907.0,2009,294214121.0,256214121.0,674.2476868421053,July,2009-07,The Ugly Truth (2009-07),The Ugly Truth,2009-07-24,"Comedy, Romance",95.0,14.0,60.0,Robert Luketic,R,Sony/Columbia Pictures,2009-07
631,59,2017-06-02,Captain Underpants: The First Epic Movie,38000000.0,73921000.0,126577874.0,2017,200498874.0,162498874.0,427.6286157894737,June,2017-06,Captain Underpants: The First Epic Movie (Captain Underpants) (2017-06),Captain Underpants: The First Epic Movie (Captain Underpants),2017-06-02,"Animation, Comedy",89.0,87.0,61.0,David Soren,PG,20th Century Fox,2017-06
632,60,2015-04-17,Paul Blart: Mall Cop 2,38000000.0,71091594.0,107650646.0,2015,178742240.0,140742240.0,370.37431578947366,April,2015-04,Paul Blart: Mall Cop 2 (2015-04),Paul Blart: Mall Cop 2,2015-04-17,"Comedy, Kids & Family",94.0,5.0,33.0,Andy Fickman,PG,Sony Pictures,2015-04
633,62,2016-12-23,Why Him?,38000000.0,60323786.0,117425156.0,2016,177748942.0,139748942.0,367.7603736842105,December,2016-12,Why Him? (2016-12),Why Him?,2016-12-23,Comedy,111.0,39.0,51.0,John Hamburg,R,20th Century Fox,2016-12
634,63,2011-04-22,Water for Elephants,38000000.0,58709717.0,116809717.0,2011,175519434.0,137519434.0,361.89324736842104,April,2011-04,Water for Elephants (2011-04),Water for Elephants,2011-04-22,Drama,121.0,60.0,70.0,Francis Lawrence,PG-13,20th Century Fox,2011-04
635,64,2010-10-08,Life as We Know It,38000000.0,53374681.0,105887837.0,2010,159262518.0,121262518.0,319.11188947368424,October,2010-10,Life as We Know It (2010-10),Life as We Know It,2010-10-08,"Comedy, Drama",113.0,29.0,61.0,"Gary Berlanti, Greg Berlanti",PG-13,Warner Bros. Pictures,2010-10
636,66,2013-09-06,Riddick,38000000.0,42025135.0,94763758.0,2013,136788893.0,98788893.0,259.9707710526316,September,2013-09,Riddick (2013-09),Riddick,2013-09-06,"Action & Adventure, Science Fiction & Fantasy",118.0,57.0,56.0,David Twohy,R,Universal Classics,2013-09
637,69,2016-01-22,The 5th Wave,38000000.0,34912982.0,111336398.0,2016,146249380.0,108249380.0,284.8667894736842,January,2016-01,The 5th Wave (2016-01),The 5th Wave,2016-01-22,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",112.0,15.0,38.0,J Blakeson,PG-13,Sony Pictures,2016-01
638,70,2009-02-06,Push,38000000.0,31811527.0,49678401.0,2009,81489928.0,43489928.0,114.44717894736843,February,2009-02,Push (2009-02),Push,2009-02-06,"Mystery & Suspense, Science Fiction & Fantasy",111.0,23.0,42.0,Paul McGuigan,PG-13,Summit Entertainment,2009-02
639,71,2013-09-20,Rush,38000000.0,26947624.0,98230839.0,2013,125178463.0,87178463.0,229.41700789473686,September,2013-09,Rush (2013-09),Rush,2013-09-27,"Action & Adventure, Drama",123.0,88.0,88.0,Ron Howard,R,Universal Pictures,2013-09
640,75,2017-10-20,Only the Brave,38000000.0,18340051.0,24555177.0,2017,42895228.0,4895228.0,12.882178947368422,October,2017-10,Only the Brave (2017-10),Only the Brave,2017-10-20,"Action & Adventure, Drama",134.0,87.0,91.0,Joseph Kosinski,PG-13,Columbia Pictures,2017-10
641,77,2011-10-14,The Thing,38000000.0,16999934.0,27573078.0,2011,44573012.0,6573012.0,17.2974,October,2011-10,The Thing (2011-10),The Thing,2011-10-14,"Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",103.0,34.0,42.0,Matthijs van Heijningen Jr.,R,Universal Pictures,2011-10
642,85,2019-01-11,The Upside,37500000.0,108235497.0,119024536.0,2019,227260033.0,189760033.0,506.02675466666665,January,2019-01,The Upside (2019-01),The Upside,2019-01-11,"Comedy, Drama",126.0,42.0,82.0,Neil Burger,PG-13,STXfilms,2019-01
643,86,2012-05-18,What to Expect When You're Expecting,37500000.0,41152203.0,88473016.0,2012,129625219.0,92125219.0,245.66725066666666,May,2012-05,What to Expect When You're Expecting (2012-05),What to Expect When You're Expecting,2012-05-18,"Comedy, Drama, Romance",110.0,22.0,47.0,Kirk Jones,PG-13,Lionsgate Films,2012-05
644,87,2012-09-14,The Master,37500000.0,16247159.0,50647416.0,2012,66894575.0,29394575.0,78.38553333333334,September,2012-09,The Master (2012-09),The Master,2012-09-14,Drama,136.0,85.0,61.0,Paul Thomas Anderson,R,The Weinstein Company,2012-09
645,90,2013-08-07,We're the Millers,37000000.0,150394119.0,267816276.0,2013,418210395.0,381210395.0,1030.2983648648649,August,2013-08,We're The Millers (2013-08),We're The Millers,2013-08-07,Comedy,110.0,48.0,72.0,Rawson Marshall Thurber,R,Warner Bros. Pictures,2013-08
646,91,2015-11-25,Creed,37000000.0,109767581.0,173567581.0,2015,283335162.0,246335162.0,665.7707081081081,November,2015-11,Creed (2015-11),Creed,2015-11-25,Drama,133.0,95.0,89.0,Ryan Coogler,PG-13,Warner Bros.,2015-11
647,92,2010-09-17,The Town,37000000.0,92186262.0,152566881.0,2010,244753143.0,207753143.0,561.494981081081,September,2010-09,The Town (2010-09),The Town,2010-09-17,"Action & Adventure, Drama, Mystery & Suspense, Romance",124.0,93.0,85.0,Ben Affleck,R,Warner Bros. Pictures,2010-09
648,93,2011-09-23,Dolphin Tale,37000000.0,72286779.0,96068724.0,2011,168355503.0,131355503.0,355.01487297297297,September,2011-09,Dolphin Tale (2011-09),Dolphin Tale,2011-09-23,"Drama, Kids & Family",113.0,81.0,80.0,Charles Martin Smith,PG,Warner Bros. Pictures,2011-09
649,94,2018-02-23,Game Night,37000000.0,69179066.0,117378084.0,2018,186557150.0,149557150.0,404.20851351351354,February,2018-02,Game Night (2018-02),Game Night,2018-02-23,"Comedy, Mystery & Suspense",100.0,85.0,77.0,"Jonathan M. Goldstein, John Francis Daley",R,New Line Cinema,2018-02
650,98,2016-02-12,How to be Single,37000000.0,46843513.0,100003780.0,2016,146847293.0,109847293.0,296.8845756756757,February,2016-02,How To Be Single (2016-02),How To Be Single,2016-02-12,"Comedy, Romance",110.0,47.0,47.0,Christian Ditter,R,Warner Bros. Pictures,2016-02
651,99,2010-02-26,Cop Out,37000000.0,44875481.0,55909910.0,2010,100785391.0,63785391.0,172.39294864864866,February,2010-02,Cop Out (2010-02),Cop Out,2010-02-26,Comedy,103.0,19.0,40.0,Kevin Smith,R,Warner Bros. Pictures,2010-02
652,100,2011-01-28,The Rite,37000000.0,33047633.0,97143987.0,2011,130191620.0,93191620.0,251.86924324324323,January,2011-01,The Rite (2011-01),The Rite,2011-01-28,"Drama, Mystery & Suspense",114.0,21.0,40.0,Mikael Håfström,PG-13,Warner Bros. Pictures/New Line Cinema,2011-01
653,3,2015-05-29,Aloha,37000000.0,21052030.0,25387091.0,2015,46439121.0,9439121.0,25.51113783783784,May,2015-05,Aloha (2015-05),Aloha,2015-05-29,"Action & Adventure, Comedy",105.0,20.0,28.0,Cameron Crowe,PG-13,Sony Pictures,2015-05
654,5,2018-10-05,A Star is Born,36000000.0,215288866.0,433449571.0,2018,648738437.0,612738437.0,1702.051213888889,October,2018-10,A Star Is Born (2018-10),A Star Is Born,2018-10-05,Drama,135.0,90.0,79.0,Bradley Cooper,R,Warner Bros. Pictures,2018-10
655,6,2011-02-11,Gnomeo and Juliet,36000000.0,99967670.0,193737977.0,2011,293705647.0,257705647.0,715.8490194444444,February,2011-02,Gnomeo and Juliet (2011-02),Gnomeo and Juliet,2011-02-11,"Action & Adventure, Animation, Comedy, Kids & Family, Musical & Performing Arts, Romance",84.0,56.0,54.0,Kelly Aysbury,G,Touchstone Pictures,2011-02
656,10,2010-03-26,Hot Tub Time Machine,36000000.0,50269859.0,65967750.0,2010,116237609.0,80237609.0,222.88224722222222,March,2010-03,Hot Tub Time Machine (2010-03),Hot Tub Time Machine,2010-03-26,Comedy,99.0,64.0,56.0,Steve Pink,R,MGM,2010-03
657,12,2014-09-12,Dolphin Tale 2,36000000.0,42024533.0,57824533.0,2014,99849066.0,63849066.0,177.35851666666667,September,2014-09,Dolphin Tale 2 (2014-09),Dolphin Tale 2,2014-09-12,"Drama, Kids & Family",107.0,66.0,72.0,Charles Martin Smith,PG,Warner Bros. Pictures,2014-09
658,13,2016-12-16,Collateral Beauty,36000000.0,31016021.0,85309093.0,2016,116325114.0,80325114.0,223.1253166666667,December,2016-12,Collateral Beauty (2016-12),Collateral Beauty,2016-12-16,Drama,97.0,14.0,64.0,David Frankel,PG-13,New Line Cinema,2016-12
659,20,2016-01-22,Yip Man 3,36000000.0,2679437.0,157300954.0,2016,159980391.0,123980391.0,344.389975,January,2016-01,Ip Man 3 (2016-01),Ip Man 3,2016-01-22,"Action & Adventure, Art House & International, Drama",105.0,76.0,72.0,Wilson Yip,PG-13,Super Hero Films,2016-01
660,24,2017-09-08,It,35000000.0,327481748.0,697457969.0,2017,1024939717.0,989939717.0,2828.3991914285716,September,2017-09,It (2017-09),It,2017-09-08,"Drama, Horror, Mystery & Suspense",135.0,85.0,84.0,Andy Muschietti,R,Warner Bros. Pictures,2017-09
661,25,2009-06-05,The Hangover,35000000.0,277322503.0,465764086.0,2009,743086589.0,708086589.0,2023.1045399999998,June,2009-06,The Hangover (2009-06),The Hangover,2009-06-05,Comedy,99.0,78.0,84.0,Todd Phillips,R,Warner Bros. Pictures,2009-06
662,26,2009-11-20,The Blind Side,35000000.0,255959475.0,305705794.0,2009,561665269.0,526665269.0,1504.7579114285713,November,2009-11,The Blind Side (2009-11),The Blind Side,2009-11-20,"Comedy, Drama, Sports & Fitness",128.0,66.0,85.0,John Lee Hancock,PG-13,Warner Bros. Pictures,2009-11
663,29,2010-12-22,True Grit,35000000.0,171243005.0,252276928.0,2010,423519933.0,388519933.0,1110.0569514285714,December,2010-12,True Grit (2010-12),True Grit,2010-12-22,"Action & Adventure, Drama, Western",110.0,96.0,85.0,"Joel Coen, Ethan Coen",PG-13,Paramount Pictures,2010-12
664,32,2013-02-08,Identity Thief,35000000.0,134506920.0,175361578.0,2013,309868498.0,274868498.0,785.3385657142857,February,2013-02,Identity Thief (2013-02),Identity Thief,2013-02-07,Comedy,106.0,19.0,53.0,Seth Gordon,R,Universal Pictures,2013-02
665,34,2011-07-08,Horrible Bosses,35000000.0,117538559.0,212417601.0,2011,329956160.0,294956160.0,842.7318857142858,July,2011-07,Horrible Bosses (2011-07),Horrible Bosses,2011-07-08,Comedy,98.0,69.0,70.0,Seth Gordon,R,Warner Bros. Pictures,2011-07
666,36,2015-07-17,Trainwreck,35000000.0,110212700.0,141123897.0,2015,251336597.0,216336597.0,618.1045628571429,July,2015-07,Trainwreck (2015-07),Trainwreck,2015-07-17,Comedy,125.0,85.0,66.0,Judd Apatow,R,Universal Pictures,2015-07
667,37,2013-12-13,Saving Mr. Banks,35000000.0,83299761.0,114962525.0,2013,198262286.0,163262286.0,466.46367428571426,December,2013-12,Saving Mr. Banks (2013-12),Saving Mr. Banks,2013-12-20,"Comedy, Drama",125.0,79.0,84.0,John Lee Hancock,PG-13,Walt Disney Pictures,2013-12
668,43,2009-01-16,Hotel for Dogs,35000000.0,73178547.0,122357172.0,2009,195535719.0,160535719.0,458.6734828571428,January,2009-01,Hotel for Dogs (2009-01),Hotel for Dogs,2009-01-16,"Action & Adventure, Comedy, Kids & Family",100.0,46.0,54.0,Thor Freudenthal,PG,Dreamworks Pictures,2009-01
669,45,2012-12-21,This is 40,35000000.0,67544505.0,90221182.0,2012,157765687.0,122765687.0,350.75910571428574,December,2012-12,This Is 40 (2012-12),This Is 40,2012-12-21,Comedy,134.0,51.0,50.0,Judd Apatow,R,Universal Pictures,2012-12
670,49,2010-04-30,A Nightmare on Elm Street,35000000.0,63075011.0,117729621.0,2010,180804632.0,145804632.0,416.58466285714286,April,2010-04,A Nightmare on Elm Street (2010-04),A Nightmare on Elm Street,2010-04-30,"Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",96.0,15.0,43.0,Samuel Bayer,R,Warner Bros. Pictures,2010-04
671,53,2010-10-08,Secretariat,35000000.0,59699513.0,60376247.0,2010,120075760.0,85075760.0,243.0736,October,2010-10,Secretariat (2010-10),Secretariat,2010-10-08,"Drama, Sports & Fitness",123.0,63.0,76.0,Randall Wallace,PG,Walt Disney Pictures,2010-10
672,55,2011-07-22,Friends with Benefits,35000000.0,55802754.0,146595891.0,2011,202398645.0,167398645.0,478.28184285714286,July,2011-07,Friends With Benefits (2011-07),Friends With Benefits,2011-07-22,Comedy,109.0,69.0,65.0,Will Gluck,R,Sony/Screen Gems,2011-07
673,56,2016-05-20,Neighbors 2: Sorority Rising,35000000.0,55340730.0,108757621.0,2016,164098351.0,129098351.0,368.85243142857144,May,2016-05,Neighbors 2: Sorority Rising (2016-05),Neighbors 2: Sorority Rising,2016-05-20,Comedy,92.0,64.0,44.0,Nicholas Stoller,R,Universal Pictures,2016-05
674,59,2018-06-29,Sicario: Day of the Soldado,35000000.0,50065850.0,75885196.0,2018,125951046.0,90951046.0,259.86013142857144,June,2018-06,Sicario: Day of the Soldado (2018-06),Sicario: Day of the Soldado,2018-06-29,"Action & Adventure, Drama",122.0,62.0,65.0,Stefano Sollima,R,Columbia Pictures,2018-06
675,60,2009-11-25,Old Dogs,35000000.0,49492060.0,95104304.0,2009,144596364.0,109596364.0,313.13246857142855,November,2009-11,Old Dogs (2009-11),Old Dogs,2009-11-25,"Comedy, Drama, Kids & Family",88.0,5.0,44.0,"Walt Becker, Walter Becker",PG,Walt Disney Pictures,2009-11
676,62,2015-05-22,Poltergeist,35000000.0,47425125.0,95713069.0,2015,143138194.0,108138194.0,308.9662685714286,May,2015-05,Poltergeist (2015-05),Poltergeist,2015-05-22,Horror,93.0,31.0,22.0,Gil Kenan,PG-13,20th Century Fox,2015-05
677,63,2018-10-12,Goosebumps 2: Haunted Halloween,35000000.0,46697321.0,93291478.0,2018,139988799.0,104988799.0,299.96799714285714,October,2018-10,Goosebumps 2: Haunted Halloween (2018-10),Goosebumps 2: Haunted Halloween,2018-10-12,"Comedy, Horror, Kids & Family",90.0,47.0,37.0,Ari Sandel,PG,Columbia Pictures,2018-10
678,64,2018-01-19,12 Strong,35000000.0,45819713.0,71118378.0,2018,116938091.0,81938091.0,234.10883142857145,January,2018-01,12 Strong (2018-01),12 Strong,2018-01-19,"Action & Adventure, Drama",130.0,50.0,62.0,Nicolai Fuglsig,R,Warner Bros. Pictures,2018-01
679,65,2009-01-23,Underworld 3: Rise of the Lycans,35000000.0,45802315.0,89102315.0,2009,134904630.0,99904630.0,285.4418,January,2009-01,Underworld: The Rise of the Lycans (2009-01),Underworld: The Rise of the Lycans,2009-01-23,"Action & Adventure, Horror, Science Fiction & Fantasy",92.0,29.0,63.0,Patrick Tatopoulos,R,Sony Pictures/Screen Gems,2009-01
680,72,2011-05-06,Something Borrowed,35000000.0,39046489.0,65084116.0,2011,104130605.0,69130605.0,197.51601428571428,May,2011-05,Something Borrowed (2011-05),Something Borrowed,2011-05-06,"Comedy, Drama, Science Fiction & Fantasy, Romance",112.0,15.0,48.0,Luke Greenfield,PG-13,Warner Bros.,2011-05
681,74,2011-10-28,In Time,35000000.0,37553932.0,165103952.0,2011,202657884.0,167657884.0,479.0225257142857,October,2011-10,In Time (2011-10),In Time,2011-10-28,"Mystery & Suspense, Science Fiction & Fantasy",109.0,37.0,51.0,Andrew Niccol,PG-13,20th Century Fox,2011-10
682,75,2010-04-23,The Back-up Plan,35000000.0,37490007.0,75281179.0,2010,112771186.0,77771186.0,222.20338857142855,April,2010-04,The Back-up Plan (2010-04),The Back-up Plan,2010-04-23,"Comedy, Romance",104.0,18.0,46.0,Alan Poul,PG-13,CBS Films,2010-04
684,78,2018-08-17,Mile 22,35000000.0,36108758.0,66295121.0,2018,102403879.0,67403879.0,192.58251142857142,August,2018-08,Mile 22 (2018-08),Mile 22,2018-08-17,Action & Adventure,95.0,23.0,44.0,Peter Berg,R,STXfilms,2018-08
685,79,2015-05-08,Hot Pursuit,35000000.0,34580201.0,45671512.0,2015,80251713.0,45251713.0,129.29060857142858,May,2015-05,Hot Pursuit (2015-05),Hot Pursuit,2015-05-08,"Action & Adventure, Comedy",87.0,7.0,35.0,Anne Fletcher,PG-13,Warner Bros. Pictures,2015-05
686,80,2015-12-25,Concussion,35000000.0,34531832.0,50363790.0,2015,84895622.0,49895622.0,142.55892,December,2015-12,Concussion (2015-12),Concussion,2015-12-25,Drama,121.0,59.0,74.0,Peter Landesman,PG-13,Sony Pictures,2015-12
687,81,2017-10-13,The Foreigner,35000000.0,34393507.0,140783360.0,2017,175176867.0,140176867.0,400.5053342857143,October,2017-10,The Foreigner (2017-10),The Foreigner,2017-10-13,"Action & Adventure, Drama, Mystery & Suspense",114.0,65.0,72.0,Martin Campbell,R,STX Films,2017-10
688,89,2018-06-01,Adrift,35000000.0,31445011.0,57897191.0,2018,89342202.0,54342202.0,155.26343428571428,June,2018-06,Adrift (2018-06),Adrift,2018-06-01,"Drama, Romance",120.0,69.0,66.0,Baltasar Kormákur,PG-13,STXfilms,2018-06
689,91,2017-01-06,Underworld: Blood Wars,35000000.0,30353973.0,81209222.0,2017,111563195.0,76563195.0,218.75198571428572,January,2017-01,Underworld: Blood Wars (2017-01),Underworld: Blood Wars,2017-01-06,"Action & Adventure, Drama, Horror, Science Fiction & Fantasy",92.0,21.0,49.0,Anna Foerster,R,Lakeshore Entertainment,2017-01
691,96,2011-09-23,Abduction,35000000.0,28087155.0,86648359.0,2011,114735514.0,79735514.0,227.8157542857143,September,2011-09,Abduction (2011-09),Abduction,2011-09-23,"Action & Adventure, Mystery & Suspense",106.0,5.0,42.0,John Singleton,PG-13,Lionsgate Films,2011-09
692,100,2012-10-19,Alex Cross,35000000.0,25888412.0,35426759.0,2012,61315171.0,26315171.0,75.18620285714286,October,2012-10,Alex Cross (2012-10),Alex Cross,2012-10-19,"Action & Adventure, Mystery & Suspense",101.0,11.0,47.0,Rob Cohen,PG-13,Summit,2012-10
693,3,2016-09-16,Bridget Jones's Baby,35000000.0,24139805.0,205822688.0,2016,229962493.0,194962493.0,557.0356942857143,September,2016-09,Bridget Jones's Baby (2016-09),Bridget Jones's Baby,2016-09-16,"Comedy, Romance",122.0,78.0,65.0,Sharon Maguire,R,Working Title,2016-09
694,6,2016-03-04,Whiskey Tango Foxtrot,35000000.0,23083334.0,25350747.0,2016,48434081.0,13434081.0,38.38308857142857,March,2016-03,Whiskey Tango Foxtrot (2016-03),Whiskey Tango Foxtrot,2016-03-04,"Comedy, Drama",111.0,68.0,55.0,"Glenn Ficarra, John Requa",R,Paramount Pictures,2016-03
695,8,2015-08-21,Hitman: Agent 47,35000000.0,22467450.0,82182803.0,2015,104650253.0,69650253.0,199.00072285714285,August,2015-08,Hitman: Agent 47 (2015-08),Hitman: Agent 47,2015-08-21,Action & Adventure,96.0,9.0,40.0,Aleksander Bach,R,20th Century Fox,2015-08
696,10,2012-08-24,Premium Rush,35000000.0,20275446.0,31393201.0,2012,51668647.0,16668647.0,47.62470571428572,August,2012-08,Premium Rush (2012-08),Premium Rush,2012-08-24,"Action & Adventure, Drama, Mystery & Suspense",91.0,74.0,60.0,David Koepp,PG-13,Columbia Pictures,2012-08
697,11,2013-01-18,Broken City,35000000.0,19701164.0,34480045.0,2013,54181209.0,19181209.0,54.80345428571428,January,2013-01,Broken City (2013-01),Broken City,2013-01-18,Drama,108.0,28.0,40.0,Allen Hughes,R,20th Century Fox,2013-01
698,17,2010-04-30,Furry Vengeance,35000000.0,17630465.0,39340177.0,2010,56970642.0,21970642.0,62.77326285714285,April,2010-04,Furry Vengeance (2010-04),Furry Vengeance,2010-04-30,"Comedy, Kids & Family",91.0,7.0,32.0,Roger Kumble,PG,Summit Entertainment,2010-04
699,18,2013-01-25,Parker,35000000.0,17616641.0,48543388.0,2013,66160029.0,31160029.0,89.02865428571428,January,2013-01,Parker (2013-01),Parker,2013-01-25,Mystery & Suspense,118.0,41.0,48.0,Taylor Hackford,R,FilmDistrict,2013-01
700,24,2011-05-27,The Tree of Life,35000000.0,13305665.0,61721826.0,2011,75027491.0,40027491.0,114.36426,May,2011-05,The Tree of Life (2011-05),The Tree of Life,2011-05-27,"Action & Adventure, Drama, Science Fiction & Fantasy",138.0,85.0,60.0,Terrence Malick,PG-13,Fox Searchlight,2011-05
701,28,2009-12-18,The Young Victoria,35000000.0,11001272.0,31878891.0,2009,42880163.0,7880163.0,22.51475142857143,December,2009-12,The Young Victoria (2009-12),The Young Victoria,2009-12-18,Drama,104.0,76.0,74.0,Jean-Marc Vallée,PG,Apparition,2009-12
702,33,2015-09-30,The Walk,35000000.0,10161183.0,61492104.0,2015,71653287.0,36653287.0,104.72367714285716,September,2015-09,The Walk (2015-10),The Walk,2015-10-09,"Action & Adventure, Drama",124.0,83.0,77.0,Robert Zemeckis,PG,Sony Pictures,2015-10
703,40,2017-10-20,The Snowman,35000000.0,6670765.0,43226146.0,2017,49896911.0,14896911.0,42.562602857142856,October,2017-10,The Snowman (2017-10),The Snowman,2017-10-20,"Drama, Mystery & Suspense",119.0,7.0,18.0,Tomas Alfredson,R,Universal Studios,2017-10
